CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.07151,0.0,4.49,0.0,0.449,6.121,56.8,3.7476,3.0,247.0,18.5,395.15,8.44,22.2
0.09068,45.0,3.44,0.0,0.43700000000000006,6.9510000000000005,21.5,6.4798,5.0,398.0,15.2,377.68,5.1,37.0
12.8023,0.0,18.1,0.0,0.74,5.854,96.6,1.8956,24.0,666.0,20.2,240.52,23.79,10.8
0.61154,20.0,3.97,0.0,0.647,8.704,86.9,1.801,5.0,264.0,13.0,389.7,5.12,50.0
0.02899,40.0,1.25,0.0,0.429,6.939,34.5,8.7921,1.0,335.0,19.7,389.85,5.89,26.6
0.07503,33.0,2.18,0.0,0.47200000000000003,7.42,71.9,3.0992,7.0,222.0,18.4,396.9,6.47,33.4
0.22876,0.0,8.56,0.0,0.52,6.405,85.4,2.7147,5.0,384.0,20.9,70.8,10.63,18.6
0.9557700000000001,0.0,8.14,0.0,0.5379999999999999,6.047000000000001,88.8,4.4534,4.0,307.0,21.0,306.38,17.28,14.8
4.22239,0.0,18.1,1.0,0.77,5.803,89.0,1.9047,24.0,666.0,20.2,353.04,14.64,16.8
0.12757000000000002,30.0,4.93,0.0,0.428,6.393,7.8,7.0355,6.0,300.0,16.6,374.71,5.19,23.7
0.2909,0.0,21.89,0.0,0.624,6.1739999999999995,93.6,1.6119,4.0,437.0,21.2,388.08,24.16,14.0
0.01311,90.0,1.22,0.0,0.40299999999999997,7.249,21.9,8.6966,5.0,226.0,17.9,395.93,4.81,35.4
13.3598,0.0,18.1,0.0,0.693,5.8870000000000005,94.7,1.7821,24.0,666.0,20.2,396.9,16.35,12.7
0.08826,0.0,10.81,0.0,0.413,6.417000000000001,6.6,5.2873,4.0,305.0,19.2,383.73,6.72,24.2
24.8017,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,24.0,666.0,20.2,396.9,19.77,8.3
0.36894,22.0,5.86,0.0,0.431,8.259,8.4,8.9067,7.0,330.0,19.1,396.9,3.54,42.8
9.513630000000001,0.0,18.1,0.0,0.713,6.728,94.1,2.4961,24.0,666.0,20.2,6.68,18.71,14.9
2.4495299999999998,0.0,19.58,0.0,0.605,6.402,95.2,2.2625,5.0,403.0,14.7,330.04,11.32,22.3
22.5971,0.0,18.1,0.0,0.7,5.0,89.5,1.5184,24.0,666.0,20.2,396.9,31.99,7.4
0.13587,0.0,10.59,1.0,0.489,6.064,59.1,4.2392,4.0,277.0,18.6,381.32,14.66,24.4
0.05735,0.0,4.49,0.0,0.449,6.63,56.1,4.4377,3.0,247.0,18.5,392.3,6.53,26.6
19.6091,0.0,18.1,0.0,0.6709999999999999,7.313,97.9,1.3163,24.0,666.0,20.2,396.9,13.44,15.0
1.13081,0.0,8.14,0.0,0.5379999999999999,5.712999999999999,94.1,4.2330000000000005,4.0,307.0,21.0,360.17,22.6,12.7
0.22211999999999998,0.0,10.01,0.0,0.547,6.0920000000000005,95.4,2.548,6.0,432.0,17.8,396.9,17.09,18.7
0.05083,0.0,5.19,0.0,0.515,6.316,38.1,6.4584,5.0,224.0,20.2,389.71,5.68,22.2
0.08199,0.0,13.92,0.0,0.43700000000000006,6.0089999999999995,42.3,5.5027,4.0,289.0,16.0,396.9,10.4,21.7
0.10959,0.0,11.93,0.0,0.573,6.794,89.3,2.3889,1.0,273.0,21.0,393.45,6.48,22.0
6.53876,0.0,18.1,1.0,0.631,7.016,97.5,1.2024,24.0,666.0,20.2,392.05,2.96,50.0
0.06162,0.0,4.39,0.0,0.442,5.898,52.3,8.0136,3.0,352.0,18.8,364.61,12.67,17.2
0.17505,0.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,279.0,19.2,393.43,10.13,24.7
0.17783,0.0,9.69,0.0,0.585,5.569,73.5,2.3999,6.0,391.0,19.2,395.77,15.1,17.5
1.19294,0.0,21.89,0.0,0.624,6.3260000000000005,97.7,2.271,4.0,437.0,21.2,396.9,12.26,19.6
0.03306,0.0,5.19,0.0,0.515,6.059,37.3,4.8122,5.0,224.0,20.2,396.14,8.51,20.6
2.15505,0.0,19.58,0.0,0.871,5.627999999999999,100.0,1.5166,5.0,403.0,14.7,169.27,16.65,15.6
0.16902,0.0,25.65,0.0,0.581,5.986000000000001,88.4,1.9929,2.0,188.0,19.1,385.02,14.81,21.4
0.19657,22.0,5.86,0.0,0.431,6.226,79.2,8.0555,7.0,330.0,19.1,376.14,10.15,20.5
3.6736699999999995,0.0,18.1,0.0,0.583,6.312,51.9,3.9917,24.0,666.0,20.2,388.62,10.58,21.2
0.051879999999999996,0.0,4.49,0.0,0.449,6.015,45.1,4.4272,3.0,247.0,18.5,395.99,12.86,22.5
0.11027,25.0,5.13,0.0,0.45299999999999996,6.456,67.8,7.2255,8.0,284.0,19.7,396.9,6.73,22.2
0.04301,80.0,1.91,0.0,0.413,5.662999999999999,21.9,10.5857,4.0,334.0,22.0,382.8,8.05,18.2
0.03659,25.0,4.86,0.0,0.426,6.3020000000000005,32.2,5.4007,4.0,281.0,19.0,396.9,6.72,24.8
0.11425,0.0,13.89,1.0,0.55,6.372999999999999,92.4,3.3633,5.0,276.0,16.4,393.74,10.5,23.0
1.22358,0.0,19.58,0.0,0.605,6.943,97.4,1.8773,5.0,403.0,14.7,363.43,4.59,41.3
7.40389,0.0,18.1,0.0,0.597,5.617000000000001,97.9,1.4547,24.0,666.0,20.2,314.64,26.4,17.2
0.035480000000000005,80.0,3.64,0.0,0.392,5.876,19.1,9.2203,1.0,315.0,16.4,395.18,9.25,20.9
1.25179,0.0,8.14,0.0,0.5379999999999999,5.57,98.1,3.7979,4.0,307.0,21.0,376.57,21.02,13.6
0.03961,0.0,5.19,0.0,0.515,6.037000000000001,34.5,5.9853,5.0,224.0,20.2,396.9,8.01,21.1
0.01709,90.0,2.02,0.0,0.41,6.728,36.1,12.1265,5.0,187.0,17.0,384.46,4.5,30.1
0.18337,0.0,27.74,0.0,0.609,5.414,98.3,1.7554,4.0,711.0,20.1,344.05,23.97,7.0
0.15445,25.0,5.13,0.0,0.45299999999999996,6.145,29.2,7.8148,8.0,284.0,19.7,390.68,6.86,23.3
2.7339700000000002,0.0,19.58,0.0,0.871,5.597,94.9,1.5257,5.0,403.0,14.7,351.85,21.45,15.4
0.14103,0.0,13.92,0.0,0.43700000000000006,5.79,58.0,6.32,4.0,289.0,16.0,396.9,15.84,20.3
0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,4.0,281.0,19.0,395.63,7.22,23.9
0.77299,0.0,8.14,0.0,0.5379999999999999,6.495,94.4,4.4547,4.0,307.0,21.0,387.94,12.8,18.4
0.11329000000000002,30.0,4.93,0.0,0.428,6.897,54.3,6.3361,6.0,300.0,16.6,391.25,11.38,22.0
0.06151,0.0,5.19,0.0,0.515,5.968,58.5,4.8122,5.0,224.0,20.2,396.9,9.29,18.7
4.898219999999999,0.0,18.1,0.0,0.631,4.97,100.0,1.3325,24.0,666.0,20.2,375.52,3.26,50.0
0.13058,0.0,10.01,0.0,0.547,5.872000000000001,73.1,2.4775,6.0,432.0,17.8,338.63,15.37,20.4
0.01381,80.0,0.46,0.0,0.42200000000000004,7.875,32.0,5.6484,4.0,255.0,14.4,394.23,2.97,50.0
0.08221,22.0,5.86,0.0,0.431,6.957000000000001,6.8,8.9067,7.0,330.0,19.1,386.09,3.53,29.6
0.06588,0.0,2.46,0.0,0.488,7.765,83.3,2.741,3.0,193.0,17.8,395.56,7.56,39.8
0.21409,22.0,5.86,0.0,0.431,6.438,8.9,7.3967,7.0,330.0,19.1,377.07,3.59,24.8
0.28392,0.0,7.38,0.0,0.493,5.707999999999999,74.3,4.7211,5.0,287.0,19.6,391.13,11.74,18.5
0.26838,0.0,9.69,0.0,0.585,5.794,70.6,2.8927,6.0,391.0,19.2,396.9,14.1,18.3
0.15936,0.0,6.91,0.0,0.44799999999999995,6.211,6.5,5.7209,3.0,233.0,17.9,394.46,7.44,24.7
9.59571,0.0,18.1,0.0,0.693,6.404,100.0,1.639,24.0,666.0,20.2,376.11,20.31,12.1
1.6566,0.0,19.58,0.0,0.871,6.122000000000001,97.3,1.618,5.0,403.0,14.7,372.8,14.1,21.5
1.41385,0.0,19.58,1.0,0.871,6.129,96.0,1.7494,5.0,403.0,14.7,321.02,15.12,17.0
3.6782199999999996,0.0,18.1,0.0,0.77,5.362,96.2,2.1036,24.0,666.0,20.2,380.79,10.19,20.8
0.67191,0.0,8.14,0.0,0.5379999999999999,5.813,90.3,4.6819999999999995,4.0,307.0,21.0,376.88,14.81,16.6
0.09378,12.5,7.87,0.0,0.524,5.888999999999999,39.0,5.4509,5.0,311.0,15.2,390.5,15.71,21.7
4.8356699999999995,0.0,18.1,0.0,0.583,5.905,53.2,3.1523,24.0,666.0,20.2,388.22,11.45,20.6
0.03615,80.0,4.95,0.0,0.41100000000000003,6.63,23.4,5.1167,4.0,245.0,19.2,396.9,4.7,27.9
0.65665,20.0,3.97,0.0,0.647,6.8420000000000005,100.0,2.0107,5.0,264.0,13.0,391.93,6.9,30.1
0.01965,80.0,1.76,0.0,0.385,6.23,31.5,9.0892,1.0,241.0,18.2,341.6,12.93,20.1
0.07022,0.0,4.05,0.0,0.51,6.02,47.2,3.5549,5.0,296.0,16.6,393.23,10.11,23.2
0.04294,28.0,15.04,0.0,0.46399999999999997,6.249,77.3,3.615,4.0,270.0,18.2,396.9,10.59,20.6
0.11132,0.0,27.74,0.0,0.609,5.983,83.5,2.1099,4.0,711.0,20.1,396.9,13.35,20.1
1.27346,0.0,19.58,1.0,0.605,6.25,92.6,1.7984,5.0,403.0,14.7,338.92,5.5,27.0
0.10084,0.0,10.01,0.0,0.547,6.715,81.6,2.6775,6.0,432.0,17.8,395.59,10.16,22.8
0.22969,0.0,10.59,0.0,0.489,6.3260000000000005,52.5,4.3549,4.0,277.0,18.6,394.87,10.97,24.4
6.44405,0.0,18.1,0.0,0.584,6.425,74.8,2.2004,24.0,666.0,20.2,97.95,12.03,16.1
5.09017,0.0,18.1,0.0,0.713,6.297000000000001,91.8,2.3682,24.0,666.0,20.2,385.09,17.27,16.1
0.12744,0.0,6.91,0.0,0.44799999999999995,6.77,2.9,5.7209,3.0,233.0,17.9,385.41,4.84,26.6
6.288069999999999,0.0,18.1,0.0,0.74,6.341,96.4,2.072,24.0,666.0,20.2,318.01,17.79,14.9
0.0456,0.0,13.89,1.0,0.55,5.888,56.0,3.1121,5.0,276.0,16.4,392.8,13.51,23.3
0.55007,20.0,3.97,0.0,0.647,7.206,91.6,1.9301,5.0,264.0,13.0,387.89,8.1,36.5
0.37578,0.0,10.59,1.0,0.489,5.404,88.6,3.665,4.0,277.0,18.6,395.24,23.98,19.3
0.0136,75.0,4.0,0.0,0.41,5.888,47.6,7.3197,3.0,469.0,21.1,396.9,14.8,18.9
0.8520399999999999,0.0,8.14,0.0,0.5379999999999999,5.965,89.2,4.0123,4.0,307.0,21.0,392.53,13.83,19.6
0.0578,0.0,2.46,0.0,0.488,6.98,58.4,2.8289999999999997,3.0,193.0,17.8,396.9,5.04,37.2
0.22926999999999997,0.0,6.91,0.0,0.44799999999999995,6.03,85.5,5.6894,3.0,233.0,17.9,392.74,18.8,16.6
4.75237,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,24.0,666.0,20.2,50.92,18.13,14.1
0.1,34.0,6.09,0.0,0.433,6.982,17.7,5.4917,7.0,329.0,16.1,390.43,4.86,33.1
0.21977,0.0,6.91,0.0,0.44799999999999995,5.602,62.0,6.0877,3.0,233.0,17.9,396.9,16.2,19.4
6.71772,0.0,18.1,0.0,0.713,6.749,92.6,2.3236,24.0,666.0,20.2,0.32,17.44,13.4
0.0315,95.0,1.47,0.0,0.40299999999999997,6.975,15.3,7.6534,3.0,402.0,17.0,396.9,4.56,34.9
5.66637,0.0,18.1,0.0,0.74,6.218999999999999,100.0,2.0048,24.0,666.0,20.2,395.69,16.59,18.4
0.03113,0.0,4.39,0.0,0.442,6.013999999999999,48.5,8.0136,3.0,352.0,18.8,385.64,10.53,17.5
0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,386.63,29.93,16.5
15.8603,0.0,18.1,0.0,0.679,5.896,95.4,1.9096,24.0,666.0,20.2,7.68,24.39,8.3
0.03705,20.0,3.33,0.0,0.4429,6.968,37.2,5.2447,5.0,216.0,14.9,392.23,4.59,35.4
0.03427,0.0,5.19,0.0,0.515,5.869,46.3,5.2311,5.0,224.0,20.2,396.9,9.8,19.5
0.09299,0.0,25.65,0.0,0.581,5.961,92.9,2.0869,2.0,188.0,19.1,378.09,17.93,20.5
0.38214000000000004,0.0,6.2,0.0,0.504,8.04,86.5,3.2157,8.0,307.0,17.4,387.38,3.13,37.6
0.13117,0.0,8.56,0.0,0.52,6.127000000000001,85.2,2.1224,5.0,384.0,20.9,387.69,14.09,20.4
14.2362,0.0,18.1,0.0,0.693,6.343,100.0,1.5741,24.0,666.0,20.2,396.9,20.32,7.2
0.050230000000000004,35.0,6.06,0.0,0.4379,5.706,28.4,6.6407,1.0,304.0,16.9,394.02,12.43,17.1
5.20177,0.0,18.1,1.0,0.77,6.127000000000001,83.4,2.7227,24.0,666.0,20.2,395.43,11.48,22.7
12.2472,0.0,18.1,0.0,0.584,5.837000000000001,59.7,1.9976,24.0,666.0,20.2,24.65,15.69,10.2
0.07244,60.0,1.69,0.0,0.41100000000000003,5.8839999999999995,18.5,10.7103,4.0,411.0,18.3,392.33,7.79,18.6
0.29916,20.0,6.96,0.0,0.46399999999999997,5.856,42.1,4.428999999999999,3.0,223.0,18.6,388.65,13.0,21.1
0.08829,12.5,7.87,0.0,0.524,6.0120000000000005,66.6,5.5605,5.0,311.0,15.2,395.6,12.43,22.9
0.31827,0.0,9.9,0.0,0.544,5.914,83.2,3.9986,4.0,304.0,18.4,390.7,18.33,17.8
22.0511,0.0,18.1,0.0,0.74,5.818,92.4,1.8662,24.0,666.0,20.2,391.45,22.11,10.5
0.32543,0.0,21.89,0.0,0.624,6.431,98.8,1.8125,4.0,437.0,21.2,396.9,15.39,18.0
0.015009999999999999,80.0,2.01,0.0,0.435,6.635,29.7,8.344,4.0,280.0,17.0,390.94,5.99,24.5
3.69311,0.0,18.1,0.0,0.713,6.376,88.4,2.5671,24.0,666.0,20.2,391.43,14.65,17.7
2.63548,0.0,9.9,0.0,0.544,4.973,37.8,2.5194,4.0,304.0,18.4,350.45,12.64,16.1
0.1712,0.0,8.56,0.0,0.52,5.836,91.9,2.211,5.0,384.0,20.9,395.67,18.66,19.5
0.09266,34.0,6.09,0.0,0.433,6.495,18.4,5.4917,7.0,329.0,16.1,383.61,8.67,26.4
0.62356,0.0,6.2,1.0,0.507,6.879,77.7,3.2721,8.0,307.0,17.4,390.39,9.93,27.5
0.08447,0.0,4.05,0.0,0.51,5.859,68.7,2.7019,5.0,296.0,16.6,393.23,9.64,22.6
0.04819,80.0,3.64,0.0,0.392,6.108,32.0,9.2203,1.0,315.0,16.4,392.89,6.57,21.9
0.13262000000000002,0.0,8.56,0.0,0.52,5.851,96.7,2.1069,5.0,384.0,20.9,394.05,16.47,19.5
6.80117,0.0,18.1,0.0,0.713,6.081,84.4,2.7175,24.0,666.0,20.2,396.9,14.7,20.0
0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,5.0,279.0,19.2,396.9,9.68,18.9
